"race_id","date","venue","race_no","config","surface","distance","going","horse_ratings","prize","race_class","sec_time1","sec_time2","sec_time3","sec_time4","sec_time5","sec_time6","sec_time7","time1","time2","time3","time4","time5","time6","time7","place_combination1","place_combination2","place_combination3","place_combination4","place_dividend1","place_dividend2","place_dividend3","place_dividend4","win_combination1","win_dividend1","win_combination2","win_dividend2"
0,"1997-06-02","ST",1,"A",0,1400,"GOOD TO FIRM","40-15",485000,5,13.53,21.59,23.94,23.58,NA,NA,NA,13.53,35.12,59.06,82.64,NA,NA,NA,8,11,6,NA,36.5,25.5,18,NA,8,121,NA,NA
1,"1997-06-02","ST",2,"A",0,1200,"GOOD TO FIRM","40-15",485000,5,24.05,22.64,23.7,NA,NA,NA,NA,24.05,46.69,70.39,NA,NA,NA,NA,5,13,4,NA,12.5,47,33.5,NA,5,23.5,NA,NA
2,"1997-06-02","ST",3,"A",0,1400,"GOOD TO FIRM","60-40",625000,4,13.77,22.22,24.88,22.82,NA,NA,NA,13.77,35.99,60.87,83.69,NA,NA,NA,11,1,13,NA,23,23,59.5,NA,11,70,NA,NA
3,"1997-06-02","ST",4,"A",0,1200,"GOOD TO FIRM","120-95",1750000,1,24.33,22.47,22.09,NA,NA,NA,NA,24.33,46.8,68.89,NA,NA,NA,NA,5,3,10,NA,14,24.5,16,NA,5,52,NA,NA
4,"1997-06-02","ST",5,"A",0,1600,"GOOD TO FIRM","60-40",625000,4,25.45,23.52,23.31,23.56,NA,NA,NA,25.45,48.97,72.28,95.84,NA,NA,NA,2,10,1,NA,15.5,28,17.5,NA,2,36.5,NA,NA
5,"1997-06-02","ST",6,"A",0,1200,"GOOD TO FIRM","60-40",625000,4,23.47,22.48,23.25,NA,NA,NA,NA,23.47,45.95,69.2,NA,NA,NA,NA,9,14,8,NA,16.5,408,70,NA,9,61,NA,NA
6,"1997-06-02","ST",7,"A",0,1400,"GOOD TO FIRM","100-80",1150000,2,13.75,21.61,22.81,23.34,NA,NA,NA,13.75,35.36,58.17,81.51,NA,NA,NA,5,7,6,NA,41.5,21.5,79,NA,5,160.5,NA,NA
7,"1997-06-02","ST",8,"A",0,1000,"GOOD TO FIRM","100-80",1150000,2,13.55,20.56,22.44,NA,NA,NA,NA,13.55,34.11,56.55,NA,NA,NA,NA,13,3,8,NA,23.5,44.5,18,NA,13,70.5,NA,NA
8,"1997-06-02","ST",9,"A",0,1400,"GOOD TO FIRM","80-60",850000,3,13.31,22.2,23.92,23.16,NA,NA,NA,13.31,35.51,59.43,82.59,NA,NA,NA,7,5,2,NA,12.5,16.5,33.5,NA,7,24,NA,NA
9,"1997-06-02","ST",10,"A",0,1200,"GOOD TO FIRM","80-60",850000,3,24.08,23.45,22.66,NA,NA,NA,NA,24.08,47.53,70.19,NA,NA,NA,NA,1,13,6,NA,49.5,45.5,14,NA,1,203,NA,NA
10,"1997-06-04","HV",1,"A",0,1650,"GOOD TO FIRM","40-15",485000,5,27.53,25.12,24.16,24.48,NA,NA,NA,27.53,52.65,76.81,101.29,NA,NA,NA,2,7,1,NA,18.5,27.5,15,NA,2,50,NA,NA
11,"1997-06-04","HV",2,"A",0,1650,"GOOD TO FIRM","60-40",625000,4,27.67,23.89,25.42,23.86,NA,NA,NA,27.67,51.56,76.98,100.84,NA,NA,NA,2,9,4,NA,23.5,18,26.5,NA,2,59,NA,NA
12,"1997-06-04","HV",3,"A",0,1200,"GOOD TO FIRM","60-40",625000,4,23.92,23.11,23.38,NA,NA,NA,NA,23.92,47.03,70.41,NA,NA,NA,NA,1,6,7,NA,14,23,15.5,NA,1,35,NA,NA
13,"1997-06-04","HV",4,"A",0,1000,"GOOD TO FIRM","60-40",625000,4,12.8,21.66,23.1,NA,NA,NA,NA,12.8,34.46,57.56,NA,NA,NA,NA,1,5,8,NA,17.5,10.1,17.5,NA,1,70,NA,NA
14,"1997-06-04","HV",5,"A",0,1650,"GOOD TO FIRM","60-40",625000,4,27.73,24.89,24.66,23.55,NA,NA,NA,27.73,52.62,77.28,100.83,NA,NA,NA,12,3,10,NA,91,34,22,NA,12,265.5,NA,NA
15,"1997-06-04","HV",6,"A",0,1000,"GOOD TO FIRM","80-60",850000,3,12.84,21.5,22.83,NA,NA,NA,NA,12.84,34.34,57.17,NA,NA,NA,NA,8,2,4,NA,20,80,42.5,NA,8,66,NA,NA
16,"1997-06-04","HV",7,"A",0,1650,"GOOD TO FIRM","80-60",850000,3,27.5,22.83,25,24.99,NA,NA,NA,27.5,50.33,75.33,100.32,NA,NA,NA,11,8,7,NA,15.5,35,15.5,NA,11,56,NA,NA
17,"1997-06-04","HV",8,"A",0,1200,"GOOD TO FIRM","100-80",1150000,2,24.02,22.53,23.45,NA,NA,NA,NA,24.02,46.55,70,NA,NA,NA,NA,1,7,11,NA,15.5,20.5,28,NA,1,33.5,NA,NA
18,"1997-06-08","ST",1,"A+3",0,1000,"GOOD TO FIRM","60-40",625000,4,13.25,20.8,22.84,NA,NA,NA,NA,13.25,34.05,56.89,NA,NA,NA,NA,3,5,1,NA,40,13,34.5,NA,3,141,NA,NA
19,"1997-06-08","ST",2,"A+3",0,1600,"GOOD TO FIRM","60-40",625000,4,24.83,23.28,23.59,23.5,NA,NA,NA,24.83,48.11,71.7,95.2,NA,NA,NA,7,10,1,NA,28,21.5,21,NA,7,106,NA,NA
20,"1997-06-08","ST",3,"A+3",0,1000,"GOOD TO FIRM","80-60",850000,3,13.38,20.88,22.32,NA,NA,NA,NA,13.38,34.26,56.58,NA,NA,NA,NA,9,8,3,NA,35.5,38,38.5,NA,9,181,NA,NA
21,"1997-06-08","ST",4,"A",1,1200,"GOOD","60-40",625000,4,23.98,22.11,23.64,NA,NA,NA,NA,23.98,46.09,69.73,NA,NA,NA,NA,5,6,1,NA,20,17.5,34,NA,5,70,NA,NA
22,"1997-06-08","ST",5,"A+3",0,1400,"GOOD TO FIRM","40-15",485000,5,13.86,22.47,23.23,23.44,NA,NA,NA,13.86,36.33,59.56,83,NA,NA,NA,9,6,3,NA,19,21.5,33.5,NA,9,46,NA,NA
23,"1997-06-08","ST",6,"A+3",0,1400,"GOOD TO FIRM","60-40",625000,4,13.69,23.2,23.53,22.85,NA,NA,NA,13.69,36.89,60.42,83.27,NA,NA,NA,2,3,12,NA,18.5,13.5,52.5,NA,2,63,NA,NA
24,"1997-06-08","ST",7,"A+3",0,1600,"GOOD TO FIRM","95-75",1150000,2,25.67,25.45,23.38,21.97,NA,NA,NA,25.67,51.12,74.5,96.47,NA,NA,NA,8,1,2,NA,12.5,21.5,36,NA,8,26.5,NA,NA
25,"1997-06-08","ST",8,"A",1,1200,"GOOD","80-60",850000,3,23.78,22.66,22.96,NA,NA,NA,NA,23.78,46.44,69.4,NA,NA,NA,NA,9,5,7,NA,12.5,30,32,NA,9,25.5,NA,NA
26,"1997-06-08","ST",9,"A+3",0,1400,"GOOD TO FIRM","115-90",1750000,1,13.52,22.91,22.95,22.42,NA,NA,NA,13.52,36.43,59.38,81.8,NA,NA,NA,3,9,6,NA,17.5,22,18.5,NA,3,59,NA,NA
27,"1997-06-08","ST",10,"A+3",0,1400,"GOOD TO FIRM","85-60",850000,3,13.75,22.06,23.89,22.95,NA,NA,NA,13.75,35.81,59.7,82.65,NA,NA,NA,5,4,6,NA,31,21.5,32.5,NA,5,147.5,NA,NA
28,"1997-06-11","HV",1,"B",0,1800,"GOOD TO YIELDING","60-40",625000,4,13.86,22.89,24.25,25.02,24.6,NA,NA,13.86,36.75,61,86.02,110.62,NA,NA,1,5,3,NA,23.5,28,21,NA,1,93,NA,NA
29,"1997-06-11","HV",2,"B",0,1000,"GOOD TO YIELDING","40-15",485000,5,13.17,21.92,23.26,NA,NA,NA,NA,13.17,35.09,58.35,NA,NA,NA,NA,10,6,9,NA,29.5,35.5,29.5,NA,10,96,NA,NA
30,"1997-06-11","HV",3,"B",0,1200,"GOOD TO YIELDING","60-40",625000,4,24.39,23.49,23.12,NA,NA,NA,NA,24.39,47.88,71,NA,NA,NA,NA,8,9,7,NA,79.5,16,25,NA,8,232.5,NA,NA
31,"1997-06-11","HV",4,"B",0,1650,"GOOD TO YIELDING","40-15",485000,5,27.88,24.12,25.08,24.61,NA,NA,NA,27.88,52,77.08,101.69,NA,NA,NA,3,10,4,NA,13,40.5,41.5,NA,3,27,NA,NA
32,"1997-06-11","HV",5,"B",0,1650,"GOOD TO YIELDING","65-40",625000,4,27.64,23.56,25.27,24.7,NA,NA,NA,27.64,51.2,76.47,101.17,NA,NA,NA,9,10,2,NA,23,53,19,NA,9,63.5,NA,NA
33,"1997-06-11","HV",6,"B",0,1800,"GOOD","80-60",850000,3,13.91,22.83,24.62,25.52,23.91,NA,NA,13.91,36.74,61.36,86.88,110.79,NA,NA,10,5,1,NA,51.5,21,15.5,NA,10,202,NA,NA
34,"1997-06-11","HV",7,"B",0,1200,"GOOD","80-60",850000,3,24.16,23.28,23.04,NA,NA,NA,NA,24.16,47.44,70.48,NA,NA,NA,NA,5,9,3,NA,13.5,21.5,40,NA,5,26,NA,NA
35,"1997-06-11","HV",8,"B",0,1650,"GOOD","95-75",1150000,2,27.43,23.92,24.96,24.2,NA,NA,NA,27.43,51.35,76.31,100.51,NA,NA,NA,10,9,4,NA,40,15,58,NA,10,201.5,NA,NA
36,"1997-06-15","ST",1,"B+2",0,1200,"GOOD TO FIRM","60-40",625000,4,23.75,22.17,23.75,NA,NA,NA,NA,23.75,45.92,69.67,NA,NA,NA,NA,10,6,2,NA,17.5,24,14,NA,10,67.5,NA,NA
37,"1997-06-15","ST",2,"B+2",0,1600,"GOOD TO FIRM","40-15",485000,5,24.5,23.05,24.11,24.52,NA,NA,NA,24.5,47.55,71.66,96.18,NA,NA,NA,12,5,9,NA,30,15.5,24.5,NA,12,87,NA,NA
38,"1997-06-15","ST",3,"B+2",0,1200,"GOOD TO FIRM","60-40",625000,4,23.7,22.88,23.39,NA,NA,NA,NA,23.7,46.58,69.97,NA,NA,NA,NA,3,7,8,NA,18,22.5,22,NA,3,53.5,NA,NA
39,"1997-06-15","ST",4,"B+2",0,1400,"GOOD TO FIRM","40-15",485000,5,13.81,21.72,23.67,24.01,NA,NA,NA,13.81,35.53,59.2,83.21,NA,NA,NA,4,9,14,NA,29.5,120,50,NA,4,93,NA,NA
40,"1997-06-15","ST",5,"B+2",0,1400,"GOOD TO FIRM","60-40",625000,4,13.72,22.11,23.34,23.37,NA,NA,NA,13.72,35.83,59.17,82.54,NA,NA,NA,2,10,5,NA,21,28,15,NA,2,61.5,NA,NA
41,"1997-06-15","ST",6,"B+2",0,1600,"GOOD TO FIRM","60-40",625000,4,24.52,22.92,24.05,23.79,NA,NA,NA,24.52,47.44,71.49,95.28,NA,NA,NA,2,8,9,NA,18.5,59,276,NA,2,54,NA,NA
42,"1997-06-15","ST",7,"B+2",0,1200,"GOOD TO FIRM","100-80",1150000,2,23.59,22.5,22.92,NA,NA,NA,NA,23.59,46.09,69.01,NA,NA,NA,NA,3,2,4,NA,32.5,16.5,12.5,NA,3,123,NA,NA
43,"1997-06-15","ST",8,"B+2",0,1200,"GOOD TO FIRM","80-60",850000,3,23.77,22.25,23.57,NA,NA,NA,NA,23.77,46.02,69.59,NA,NA,NA,NA,7,5,1,NA,97,24.5,136.5,NA,7,519,NA,NA
44,"1997-06-15","ST",9,"B+2",0,1200,"GOOD TO FIRM","80-60",850000,3,24.12,22.41,23.19,NA,NA,NA,NA,24.12,46.53,69.72,NA,NA,NA,NA,11,13,2,NA,18.5,12.5,26.5,NA,11,56.5,NA,NA
45,"1997-06-15","ST",10,"B+2",0,1600,"GOOD TO FIRM","80-60",850000,3,24.14,23.31,24.2,23.48,NA,NA,NA,24.14,47.45,71.65,95.13,NA,NA,NA,13,14,8,NA,22.5,99,54,NA,13,68,NA,NA
46,"1997-06-18","ST",1,"C",0,1800,"GOOD TO FIRM","60-40",625000,4,14.03,22.64,24,24.55,23.55,NA,NA,14.03,36.67,60.67,85.22,108.77,NA,NA,11,1,9,NA,53,24.5,72,NA,11,187.5,NA,NA
47,"1997-06-18","ST",2,"C",0,1600,"GOOD TO FIRM","60-40",625000,4,24.97,23.25,23.41,23.65,NA,NA,NA,24.97,48.22,71.63,95.28,NA,NA,NA,7,9,1,NA,14.5,14,16.5,NA,7,36.5,NA,NA
48,"1997-06-18","ST",3,"C",0,1800,"GOOD TO FIRM","80-60",850000,3,14.48,24.16,24.5,23.8,22.61,NA,NA,14.48,38.64,63.14,86.94,109.55,NA,NA,3,8,5,NA,13,14,18.5,NA,3,22.5,NA,NA
49,"1997-06-18","ST",4,"C",0,1000,"GOOD TO FIRM","60-40",625000,4,13.58,21.03,23.25,NA,NA,NA,NA,13.58,34.61,57.86,NA,NA,NA,NA,9,2,6,NA,73,49.5,25.5,NA,9,233,NA,NA
50,"1997-06-18","ST",5,"C",0,1400,"GOOD TO FIRM","40-15",485000,5,13.8,21.59,23.77,23.71,NA,NA,NA,13.8,35.39,59.16,82.87,NA,NA,NA,6,8,3,NA,44.5,32.5,13.5,NA,3,26,NA,NA
51,"1997-06-18","ST",6,"C",0,1000,"GOOD TO FIRM","80-60",850000,3,13.62,20.91,22.58,NA,NA,NA,NA,13.62,34.53,57.11,NA,NA,NA,NA,8,14,10,NA,30.5,13,63.5,NA,8,121.5,NA,NA
52,"1997-06-18","ST",7,"C",0,1400,"GOOD TO FIRM","60-40",625000,4,13.62,21.59,24.05,23.69,NA,NA,NA,13.62,35.21,59.26,82.95,NA,NA,NA,11,2,8,NA,160.5,13,29.5,NA,11,815.5,NA,NA
53,"1997-06-18","ST",8,"C",0,1400,"GOOD TO FIRM","G",2300000,13,13.53,22.47,23.17,22.06,NA,NA,NA,13.53,36,59.17,81.23,NA,NA,NA,4,6,8,NA,15.5,24.5,33,NA,4,46,NA,NA
54,"1997-06-18","ST",9,"C",0,1400,"GOOD TO FIRM","80-60",850000,3,14.09,23,23.44,22.33,NA,NA,NA,14.09,37.09,60.53,82.86,NA,NA,NA,9,4,5,NA,49,24,14,NA,9,167.5,NA,NA
55,"1997-06-18","ST",10,"C",0,1400,"GOOD TO FIRM","100-80",1150000,2,14,22,22.72,22.96,NA,NA,NA,14,36,58.72,81.68,NA,NA,NA,1,11,4,NA,23,34,36.5,NA,1,83,NA,NA
56,"1997-06-22","ST",1,"C+3",0,1600,"GOOD TO YIELDING","80-60",850000,3,24.77,23.58,23.31,23.7,NA,NA,NA,24.77,48.35,71.66,95.36,NA,NA,NA,7,8,1,NA,21,13,13.5,NA,7,65,NA,NA
57,"1997-06-22","ST",2,"A",1,1650,"WET SLOW","65-40",625000,4,28.73,25.39,24.08,22.81,NA,NA,NA,28.73,54.12,78.2,101.01,NA,NA,NA,4,2,7,NA,11.5,15,25,NA,4,20.5,NA,NA
58,"1997-06-22","ST",3,"C+3",0,1800,"GOOD TO YIELDING","100-80",1150000,2,14.06,24.72,24.28,22.97,22.44,NA,NA,14.06,38.78,63.06,86.03,108.47,NA,NA,7,4,3,NA,11,23,13.5,NA,7,28.5,NA,NA
59,"1997-06-22","ST",4,"C+3",0,1800,"GOOD TO YIELDING","40-10",485000,5,13.78,22.75,25.17,24.2,23.99,NA,NA,13.78,36.53,61.7,85.9,109.89,NA,NA,12,2,10,NA,18,36,18.5,NA,12,57.5,NA,NA
60,"1997-06-22","ST",5,"A",1,1200,"WET SLOW","60-40",625000,4,24.23,22.47,23.59,NA,NA,NA,NA,24.23,46.7,70.29,NA,NA,NA,NA,11,7,3,NA,15,12.5,34.5,NA,11,41.5,NA,NA
61,"1997-06-22","ST",6,"A",1,1200,"WET SLOW","100-80",1150000,2,23.64,22.22,23.56,NA,NA,NA,NA,23.64,45.86,69.42,NA,NA,NA,NA,12,5,7,NA,14,65.5,32.5,NA,12,38,NA,NA
62,"1997-06-22","ST",7,"C+3",0,1400,"GOOD TO YIELDING","60-40",625000,4,13.86,22.5,22.74,23.81,NA,NA,NA,13.86,36.36,59.1,82.91,NA,NA,NA,1,9,5,NA,11.5,22.5,124.5,NA,1,19.5,NA,NA
63,"1997-06-22","ST",8,"C+3",0,1000,"GOOD TO YIELDING","G",2300000,13,13.03,20.52,22.52,NA,NA,NA,NA,13.03,33.55,56.07,NA,NA,NA,NA,2,10,11,NA,14.5,32.5,35,NA,2,33,NA,NA
64,"1997-06-22","ST",9,"A",1,1200,"WET SLOW","80-60",850000,3,23.54,22.32,23.56,NA,NA,NA,NA,23.54,45.86,69.42,NA,NA,NA,NA,6,5,8,NA,25,16.5,18,NA,6,72.5,NA,NA
65,"1997-06-22","ST",10,"C+3",0,1400,"GOOD TO YIELDING","80-60",850000,3,13.8,21.77,23.28,23.19,NA,NA,NA,13.8,35.57,58.85,82.04,NA,NA,NA,6,10,2,NA,54,14.5,45,NA,6,224.5,NA,NA
66,"1997-06-25","HV",1,"C",0,1650,"GOOD","40-10",485000,5,28,24.17,25.33,23.81,NA,NA,NA,28,52.17,77.5,101.31,NA,NA,NA,1,3,2,NA,50.5,16.5,34.5,NA,1,154.5,NA,NA
67,"1997-06-25","HV",2,"C",0,1800,"GOOD","60-40",625000,4,13.78,23.33,24.72,25.19,23.92,NA,NA,13.78,37.11,61.83,87.02,110.94,NA,NA,5,1,9,NA,16,29,35,NA,5,42,NA,NA
68,"1997-06-25","HV",3,"C",0,1650,"GOOD","100-80",1150000,2,28.06,24.52,24.44,23.2,NA,NA,NA,28.06,52.58,77.02,100.22,NA,NA,NA,10,7,2,NA,16.5,25.5,38.5,NA,10,45.5,NA,NA
69,"1997-06-25","HV",4,"C",0,1200,"GOOD","60-40",625000,4,24.25,22.94,23.58,NA,NA,NA,NA,24.25,47.19,70.77,NA,NA,NA,NA,3,2,9,NA,13.5,27,25.5,NA,3,32.5,NA,NA
70,"1997-06-25","HV",5,"C",0,1650,"GOOD","60-40",625000,4,27.92,24.28,25.44,23.61,NA,NA,NA,27.92,52.2,77.64,101.25,NA,NA,NA,1,6,10,NA,20,54,15,NA,1,64.5,NA,NA
71,"1997-06-25","HV",6,"C",0,1200,"GOOD","80-60",850000,3,23.97,22.62,23.36,NA,NA,NA,NA,23.97,46.59,69.95,NA,NA,NA,NA,2,6,11,NA,80,12.5,24,NA,2,390,NA,NA
72,"1997-06-25","HV",7,"C",0,1650,"GOOD","80-60",850000,3,28.58,24.73,25.23,23.34,NA,NA,NA,28.58,53.31,78.54,101.88,NA,NA,NA,5,7,12,NA,13,14.5,35.5,NA,5,25.5,NA,NA
73,"1997-06-25","HV",8,"C",0,1650,"GOOD","80-60",850000,3,28.11,24.14,25.19,23.94,NA,NA,NA,28.11,52.25,77.44,101.38,NA,NA,NA,8,1,12,NA,26,20,19,NA,8,84,NA,NA
74,"1997-06-29","ST",1,"A",0,1200,"GOOD TO FIRM","40-15",485000,5,24.55,22.98,22.96,NA,NA,NA,NA,24.55,47.53,70.49,NA,NA,NA,NA,10,11,9,NA,25,87.5,44.5,NA,10,90.5,NA,NA
75,"1997-06-29","ST",2,"A",0,1400,"GOOD TO FIRM","40-15",485000,5,13.58,22.24,24,23.87,NA,NA,NA,13.58,35.82,59.82,83.69,NA,NA,NA,7,4,8,NA,16.5,28,18,NA,7,60.5,NA,NA
76,"1997-06-29","ST",3,"A",0,1200,"GOOD TO FIRM","60-40",625000,4,24.41,22.83,23.22,NA,NA,NA,NA,24.41,47.24,70.46,NA,NA,NA,NA,10,6,13,NA,35.5,12.5,133.5,NA,10,176.5,NA,NA
77,"1997-06-29","ST",4,"A",0,1200,"GOOD TO FIRM","60-40",625000,4,23.96,23.34,23.16,NA,NA,NA,NA,23.96,47.3,70.46,NA,NA,NA,NA,3,11,9,NA,17,145,73.5,NA,3,48,NA,NA
78,"1997-06-29","ST",5,"A",0,1400,"GOOD TO FIRM","60-40",625000,4,13.69,21.91,23.67,23.52,NA,NA,NA,13.69,35.6,59.27,82.79,NA,NA,NA,6,13,2,NA,13.5,42,73.5,NA,6,25,NA,NA
79,"1997-06-29","ST",6,"A",0,1200,"GOOD TO FIRM","80-60",850000,3,24.12,22.41,23,NA,NA,NA,NA,24.12,46.53,69.53,NA,NA,NA,NA,10,9,7,NA,16,16.5,26,NA,10,45,NA,NA
80,"1997-06-29","ST",7,"A",0,1600,"GOOD TO FIRM","65-40",625000,4,24.66,23.22,24.12,23.82,NA,NA,NA,24.66,47.88,72,95.82,NA,NA,NA,6,13,4,NA,29.5,48.5,33,NA,6,88.5,NA,NA
81,"1997-06-29","ST",8,"A",0,1800,"GOOD TO FIRM","115-90",1750000,1,13.75,23.12,23.69,23.39,23.63,NA,NA,13.75,36.87,60.56,83.95,107.58,NA,NA,1,7,2,NA,23,19,33,NA,1,75.5,NA,NA
82,"1997-06-29","ST",9,"A",0,1200,"GOOD TO FIRM","100-80",1150000,2,23.89,22.34,23.08,NA,NA,NA,NA,23.89,46.23,69.31,NA,NA,NA,NA,8,7,13,NA,21,23,47.5,NA,8,65,NA,NA
83,"1997-06-29","ST",10,"A",0,1400,"GOOD TO FIRM","80-60",850000,3,13.88,22.28,24.64,22.43,NA,NA,NA,13.88,36.16,60.8,83.23,NA,NA,NA,12,8,9,NA,14,20,30,NA,12,29.5,NA,NA
84,"1997-06-29","ST",11,"A",0,1600,"GOOD TO FIRM","95-75",1150000,2,25.44,23.45,23.62,22.99,NA,NA,NA,25.44,48.89,72.51,95.5,NA,NA,NA,12,4,1,NA,14,26,41.5,NA,12,26.5,NA,NA
85,"1997-07-02","HV",1,"C+3",0,1800,"GOOD","40-10",485000,5,13.92,22.62,24.38,26.05,24.72,NA,NA,13.92,36.54,60.92,86.97,111.69,NA,NA,12,8,4,NA,51,55.5,48,NA,12,123.5,NA,NA
86,"1997-07-02","HV",2,"C+3",0,1200,"GOOD","60-40",625000,4,23.99,22.91,23.74,NA,NA,NA,NA,23.99,46.9,70.64,NA,NA,NA,NA,9,10,6,NA,39,14,25.5,NA,9,140.5,NA,NA
87,"1997-07-02","HV",3,"C+3",0,1000,"GOOD","60-40",625000,4,12.99,21.84,22.92,NA,NA,NA,NA,12.99,34.83,57.75,NA,NA,NA,NA,8,2,5,NA,13.5,13,46,NA,8,39.5,NA,NA
88,"1997-07-02","HV",4,"C+3",0,1200,"GOOD","40-10",485000,5,24.59,23.19,23.35,NA,NA,NA,NA,24.59,47.78,71.13,NA,NA,NA,NA,7,10,11,NA,52,59,17,NA,7,165.5,NA,NA
89,"1997-07-02","HV",5,"C+3",0,1650,"GOOD","60-40",625000,4,27.48,23.25,24.59,25.03,NA,NA,NA,27.48,50.73,75.32,100.35,NA,NA,NA,10,9,5,NA,52.5,17.5,16,NA,10,180,NA,NA
90,"1997-07-02","HV",6,"C+3",0,1000,"GOOD","80-60",850000,3,13.03,21.53,23.18,NA,NA,NA,NA,13.03,34.56,57.74,NA,NA,NA,NA,5,6,7,NA,14,29,54.5,NA,5,26.5,NA,NA
91,"1997-07-02","HV",7,"C+3",0,1200,"GOOD","80-60",850000,3,24.11,22.86,23.31,NA,NA,NA,NA,24.11,46.97,70.28,NA,NA,NA,NA,1,3,12,NA,26,54.5,13,NA,1,89,NA,NA
92,"1997-07-02","HV",8,"C+3",0,1800,"GOOD","80-60",850000,3,13.73,24.22,23.8,25.7,23.73,NA,NA,13.73,37.95,61.75,87.45,111.18,NA,NA,9,7,2,NA,22.5,18,40.5,NA,9,89.5,NA,NA
93,"1997-07-06","HV",1,"A",0,2200,"GOOD","60-40",625000,4,14.61,24.34,25.75,26.11,24.31,24.25,NA,14.61,38.95,64.7,90.81,115.12,139.37,NA,10,6,1,NA,40,19.5,18,NA,10,101.5,NA,NA
94,"1997-07-06","HV",2,"A",0,1650,"GOOD","40-15",485000,5,28,23.99,25.17,24.83,NA,NA,NA,28,51.99,77.16,101.99,NA,NA,NA,10,4,11,NA,33,20.5,51,NA,10,135,NA,NA
95,"1997-07-06","HV",3,"A",0,1200,"GOOD","60-40",625000,4,23.98,22.56,23.78,NA,NA,NA,NA,23.98,46.54,70.32,NA,NA,NA,NA,3,7,6,NA,12,24.5,45,NA,3,23.5,NA,NA
96,"1997-07-06","HV",4,"A",0,1650,"GOOD","60-40",625000,4,29.23,24.23,24.72,23.75,NA,NA,NA,29.23,53.46,78.18,101.93,NA,NA,NA,7,10,2,NA,25,12.5,41,NA,7,81,NA,NA
97,"1997-07-06","HV",5,"A",0,1650,"GOOD","60-40",625000,4,28.02,24,26.05,23.96,NA,NA,NA,28.02,52.02,78.07,102.03,NA,NA,NA,6,7,4,NA,23.5,32,21.5,NA,6,85,NA,NA
98,"1997-07-06","HV",6,"A",0,1650,"GOOD","80-60",850000,3,27.58,24.41,25.38,24.11,NA,NA,NA,27.58,51.99,77.37,101.48,NA,NA,NA,5,12,7,NA,18,22,43,NA,5,49.5,NA,NA
99,"1997-07-06","HV",7,"A",0,1650,"GOOD","85-60",850000,3,28.2,24.64,25.27,23.6,NA,NA,NA,28.2,52.84,78.11,101.71,NA,NA,NA,8,9,5,NA,21,33.5,43,NA,8,66.5,NA,NA
100,"1997-07-06","HV",8,"A",0,1200,"GOOD","80-60",850000,3,24.36,22.88,23.48,NA,NA,NA,NA,24.36,47.24,70.72,NA,NA,NA,NA,5,10,11,NA,16,17.5,48.5,NA,5,60.5,NA,NA
101,"1997-07-06","HV",9,"A",0,1200,"GOOD","80-60",850000,3,23.91,24.11,22.99,NA,NA,NA,NA,23.91,48.02,71.01,NA,NA,NA,NA,5,9,10,NA,21,39.5,27,NA,5,65,NA,NA
102,"1997-07-06","HV",10,"A",0,1200,"GOOD","105-80",1400000,1,23.42,23.16,23.36,NA,NA,NA,NA,23.42,46.58,69.94,NA,NA,NA,NA,4,10,8,NA,13,38,18,NA,4,28.5,NA,NA
103,"1997-07-06","HV",11,"A",0,1650,"GOOD","105-80",1400000,1,28.09,25.83,25.44,22.39,NA,NA,NA,28.09,53.92,79.36,101.75,NA,NA,NA,7,11,2,NA,26,33.5,20.5,NA,7,80.5,NA,NA
104,"1997-07-13","ST",1,"B",0,1400,"GOOD","40-15",485000,5,13.77,21.58,23.23,24.38,NA,NA,NA,13.77,35.35,58.58,82.96,NA,NA,NA,8,7,11,NA,15,23,41,NA,8,31.5,NA,NA
105,"1997-07-13","ST",2,"B",0,1400,"GOOD","60-40",625000,4,13.86,22.66,23.99,22.87,NA,NA,NA,13.86,36.52,60.51,83.38,NA,NA,NA,10,3,8,NA,81,13.5,16.5,NA,10,324.5,NA,NA
106,"1997-07-13","ST",3,"B",0,1200,"GOOD","60-40",625000,4,23.97,22.86,23.64,NA,NA,NA,NA,23.97,46.83,70.47,NA,NA,NA,NA,10,4,6,NA,85,18.5,12.5,NA,10,435,NA,NA
107,"1997-07-13","ST",4,"B",0,1400,"GOOD","60-40",625000,4,13.8,21.64,24.28,23.43,NA,NA,NA,13.8,35.44,59.72,83.15,NA,NA,NA,8,4,12,NA,37.5,15.5,16.5,NA,8,135,NA,NA
108,"1997-07-13","ST",5,"B",0,1000,"GOOD","95-75",1150000,2,13.06,21,22.96,NA,NA,NA,NA,13.06,34.06,57.02,NA,NA,NA,NA,13,10,1,NA,81.5,20,136,NA,13,334.5,NA,NA
109,"1997-07-13","ST",6,"B",0,1800,"GOOD","80-60",850000,3,13.53,22.11,23.73,23.97,24.35,NA,NA,13.53,35.64,59.37,83.34,107.69,NA,NA,13,8,7,NA,84.5,137.5,66,NA,13,358.5,NA,NA
110,"1997-07-13","ST",7,"B",0,1200,"GOOD","80-60",850000,3,23.86,22.03,23.35,NA,NA,NA,NA,23.86,45.89,69.24,NA,NA,NA,NA,2,4,3,NA,12,24,36.5,NA,2,20.5,NA,NA
